engine_id,cycle,temp_degradation,pressure_degradation,pressure_ratio,fan_speed,RUL,health_status
8,39,642.67,1409.08,553.02,47.55,111,Normal
8,40,642.33,1409.73,553.2,47.59,110,Normal
8,41,643.64,1415.03,552.39,47.58,109,Normal
8,42,642.45,1413.96,553.39,47.57,108,Normal
8,43,642.12,1404.92,553.1,47.53,107,Normal
8,44,642.83,1412.23,553.81,47.47,106,Normal
8,45,642.7,1406.87,553.18,47.38,105,Normal
8,46,642.66,1407.98,553.09,47.58,104,Normal
8,47,643.19,1409.66,552.66,47.49,103,Normal
8,48,643.16,1410.66,553.5,47.62,102,Normal
8,49,642.47,1408.45,553.69,47.81,101,Normal
8,50,642.46,1418.47,553.05,47.58,100,Normal
8,51,642.3,1408.48,552.96,47.66,99,Normal
8,52,642.91,1411.15,553.42,47.58,98,Normal
8,53,642.44,1408.73,553.37,47.54,97,Normal
8,54,642.8,1408.64,553.38,47.79,96,Normal
8,55,642.55,1409.0,552.31,47.61,95,Normal
8,56,642.79,1412.93,553.19,47.59,94,Normal
8,57,642.51,1405.68,552.52,47.45,93,Normal
8,58,642.54,1415.49,553.74,47.66,92,Normal
8,59,642.73,1403.96,552.83,47.69,91,Normal
8,60,642.89,1413.38,552.45,47.7,90,Normal
8,61,642.36,1410.45,553.78,47.51,89,Normal
8,62,642.93,1406.65,552.12,47.55,88,Normal
8,63,642.38,1411.87,552.76,47.69,87,Normal
8,64,643.04,1403.83,552.8,47.82,86,Normal
8,65,642.33,1411.72,553.15,47.63,85,Normal
8,66,642.65,1410.23,553.33,47.79,84,Normal
8,67,643.01,1416.24,553.62,47.79,83,Normal
8,68,642.59,1409.46,554.02,47.55,82,Normal
8,69,643.06,1411.5,553.19,47.57,81,Normal
8,70,643.09,1409.85,553.02,47.59,80,Normal
8,71,642.27,1411.2,553.02,47.76,79,Normal
8,72,642.79,1412.92,553.02,47.55,78,Normal
8,73,642.76,1412.9,552.98,47.7,77,Normal
8,74,643.27,1406.93,553.28,47.55,76,Normal
8,75,642.42,1413.75,553.24,47.46,75,Normal
8,76,642.69,1411.06,553.56,47.57,74,Normal
8,77,642.83,1415.54,552.76,47.68,73,Normal
8,78,643.06,1412.77,553.07,47.63,72,Normal
8,79,643.18,1408.65,552.55,47.64,71,Normal
8,80,643.09,1421.86,552.97,47.6,70,Normal
8,81,642.44,1418.07,553.13,47.59,69,Warning
8,82,643.11,1406.94,552.63,47.77,68,Warning
8,83,642.79,1406.93,553.02,47.66,67,Warning
8,84,642.91,1416.91,553.39,47.68,66,Warning
8,85,643.53,1419.03,553.03,47.71,65,Warning
8,86,643.57,1411.11,552.65,47.73,64,Warning
8,87,643.13,1419.41,553.26,47.69,63,Warning
8,88,643.0,1413.99,552.58,47.78,62,Warning
8,89,642.89,1414.77,552.99,47.53,61,Warning
8,90,643.04,1419.66,553.63,47.76,60,Warning
8,91,642.85,1418.09,553.31,47.61,59,Warning
8,92,643.22,1406.32,553.52,47.68,58,Warning
8,93,642.64,1412.99,553.25,47.59,57,Warning
8,94,642.83,1413.58,553.19,47.68,56,Warning
8,95,643.23,1414.15,552.31,47.74,55,Warning
8,96,642.87,1410.75,553.64,47.69,54,Warning
8,97,643.24,1414.96,552.79,47.89,53,Warning
8,98,642.84,1414.43,552.63,47.59,52,Warning
8,99,642.14,1416.42,552.48,47.82,51,Warning
8,100,642.33,1418.78,552.73,47.72,50,Warning
8,101,643.11,1421.21,552.64,47.75,49,Warning
8,102,643.14,1413.48,552.27,47.73,48,Warning
8,103,642.76,1411.03,553.11,47.78,47,Warning
8,104,642.77,1418.79,552.61,47.78,46,Warning
8,105,642.64,1411.94,552.67,47.88,45,Warning
8,106,642.74,1412.29,551.51,47.95,44,Warning
8,107,642.93,1420.11,552.75,47.62,43,Warning
8,108,642.82,1422.19,552.51,47.79,42,Warning
8,109,642.9,1412.1,553.13,47.71,41,Warning
8,110,643.46,1413.93,552.65,47.76,40,Warning
8,111,643.11,1416.05,552.42,47.75,39,Warning
8,112,642.9,1415.73,552.87,47.57,38,Warning
8,113,643.23,1410.46,552.1,47.87,37,Warning
8,114,642.96,1415.05,552.75,47.76,36,Warning
8,115,642.73,1415.49,552.46,47.8,35,Warning
8,116,643.29,1419.78,552.68,47.82,34,Warning
8,117,643.14,1419.89,553.04,47.9,33,Warning
8,118,642.94,1411.35,552.14,47.86,32,Warning
8,119,643.38,1416.89,552.61,47.85,31,Warning
8,120,643.44,1417.09,552.39,47.88,30,Warning
8,121,642.98,1417.41,551.98,47.95,29,Critical
8,122,643.37,1422.75,551.66,48.04,28,Critical
8,123,643.81,1419.95,552.67,47.9,27,Critical
8,124,643.09,1419.7,552.14,48.0,26,Critical
8,125,643.84,1424.0,552.24,47.99,25,Critical
8,126,643.15,1420.01,552.09,47.9,24,Critical
8,127,643.53,1416.81,551.79,48.0,23,Critical
8,128,643.34,1427.67,552.07,47.82,22,Critical
8,129,642.87,1418.54,551.82,47.92,21,Critical
8,130,642.95,1414.35,551.52,47.9,20,Critical
8,131,643.48,1425.47,552.09,48.09,19,Critical
8,132,643.55,1419.07,551.32,47.84,18,Critical
8,133,643.8,1416.24,551.83,48.08,17,Critical
8,134,644.02,1425.3,552.06,48.0,16,Critical
8,135,643.22,1422.09,551.91,47.89,15,Critical
8,136,643.55,1418.93,551.63,47.98,14,Critical
8,137,643.38,1424.6,551.17,48.14,13,Critical
8,138,643.68,1429.13,551.7,47.98,12,Critical
8,139,642.78,1424.37,551.96,48.13,11,Critical
8,140,643.53,1419.01,551.5,48.07,10,Critical
8,141,643.46,1422.62,551.19,48.01,9,Critical
8,142,643.23,1427.03,551.86,48.17,8,Critical
8,143,643.44,1426.08,551.38,48.13,7,Critical
8,144,643.95,1422.82,551.29,48.02,6,Critical
8,145,643.6,1427.14,551.32,47.98,5,Critical
8,146,643.49,1421.14,551.4,48.23,4,Critical
8,147,643.32,1429.5,551.1,48.37,3,Critical
8,148,643.43,1421.3,551.73,48.13,2,Critical
8,149,643.87,1428.29,550.49,48.09,1,Critical
8,150,643.87,1432.31,551.08,48.24,0,Critical
19,1,642.55,1411.09,553.09,47.64,157,Normal
19,2,642.82,1411.04,553.05,47.46,156,Normal
19,3,643.37,1407.56,553.31,47.46,155,Normal
19,4,642.53,1412.13,553.19,47.55,154,Normal
19,5,642.41,1407.64,553.3,47.53,153,Normal
19,6,642.85,1406.78,553.57,47.44,152,Normal
19,7,642.72,1407.37,553.25,47.66,151,Normal
19,8,642.64,1407.13,553.43,47.48,150,Normal
19,9,643.04,1409.11,553.43,47.59,149,Normal
19,10,642.54,1404.89,553.97,47.56,148,Normal
19,11,643.13,1410.49,552.85,47.57,147,Normal
19,12,643.1,1422.97,553.7,47.61,146,Normal
19,13,642.35,1406.18,553.82,47.6,145,Normal
19,14,643.21,1403.15,553.27,47.58,144,Normal
19,15,642.75,1407.62,553.73,47.69,143,Normal
19,16,642.2,1407.83,553.02,47.49,142,Normal
19,17,642.53,1406.05,552.47,47.62,141,Normal
19,18,643.17,1410.25,552.8,47.4,140,Normal
19,19,642.45,1409.71,553.1,47.59,139,Normal
19,20,642.7,1413.7,553.2,47.71,138,Normal
19,21,642.76,1399.69,553.46,47.48,137,Normal
19,22,642.23,1409.84,553.6,47.38,136,Normal
19,23,642.73,1404.17,553.1,47.41,135,Normal
19,24,642.9,1407.48,553.64,47.74,134,Normal
19,25,642.67,1406.04,553.08,47.63,133,Normal
19,26,642.37,1411.93,553.96,47.44,132,Normal
19,27,642.95,1406.91,553.47,47.49,131,Normal
19,28,642.07,1412.55,553.45,47.37,130,Normal
19,29,641.91,1410.98,553.37,47.53,129,Normal
19,30,642.54,1415.56,553.1,47.62,128,Normal
19,31,642.69,1404.5,552.4,47.71,127,Normal
19,32,642.85,1411.99,553.26,47.73,126,Normal
19,33,642.96,1407.84,553.2,47.79,125,Normal
19,34,642.62,1409.47,553.24,47.75,124,Normal
19,35,642.65,1413.73,553.09,47.56,123,Normal
19,36,642.83,1412.15,553.19,47.57,122,Normal
19,37,642.86,1412.13,553.31,47.56,121,Normal
19,38,642.85,1410.74,553.3,47.44,120,Normal
19,39,642.23,1413.22,553.4,47.6,119,Normal
19,40,642.89,1411.83,552.94,47.53,118,Normal
19,41,642.98,1410.28,553.03,47.55,117,Normal
19,42,642.74,1409.68,553.44,47.51,116,Normal
19,43,642.72,1405.46,553.31,47.66,115,Normal
19,44,642.03,1413.29,553.3,47.52,114,Normal
19,45,642.4,1414.19,553.32,47.57,113,Normal
19,46,642.68,1412.07,553.01,47.75,112,Normal
19,47,642.58,1407.34,552.54,47.54,111,Normal
19,48,642.73,1418.49,553.05,47.56,110,Normal
19,49,642.76,1407.59,552.81,47.72,109,Normal
19,50,642.77,1415.17,553.3,47.57,108,Normal
19,51,642.51,1413.7,553.54,47.47,107,Normal
19,52,642.43,1407.06,552.69,47.64,106,Normal
19,53,643.06,1409.99,553.04,47.65,105,Normal
19,54,642.79,1413.44,552.63,47.71,104,Normal
19,55,642.69,1409.11,552.96,47.83,103,Normal
19,56,642.86,1415.05,553.37,47.56,102,Normal
19,57,642.85,1410.83,552.8,47.52,101,Normal
19,58,642.74,1408.77,553.11,47.69,100,Normal
19,59,642.67,1411.34,552.81,47.52,99,Normal
19,60,642.68,1410.58,552.91,47.73,98,Normal
19,61,642.49,1417.8,553.16,47.65,97,Normal
19,62,642.28,1408.57,552.73,47.77,96,Normal
19,63,642.36,1406.06,553.26,47.63,95,Normal
19,64,643.01,1409.48,553.76,47.48,94,Normal
19,65,642.84,1408.12,552.79,47.68,93,Normal
19,66,643.15,1411.13,553.99,47.61,92,Normal
19,67,642.55,1410.7,552.19,47.68,91,Normal
19,68,642.65,1405.31,553.75,47.6,90,Normal
19,69,642.8,1411.62,553.8,47.42,89,Normal
19,70,642.64,1409.27,553.4,47.62,88,Normal
19,71,643.33,1410.85,553.06,47.7,87,Normal
19,72,643.07,1417.08,552.72,47.55,86,Normal
19,73,643.18,1412.83,552.71,47.65,85,Normal
19,74,642.57,1409.74,553.52,47.77,84,Normal
19,75,643.17,1408.82,553.69,47.69,83,Normal
19,76,643.09,1410.25,552.86,47.57,82,Normal
19,77,642.9,1414.26,553.04,47.73,81,Normal
19,78,642.84,1411.63,553.35,47.76,80,Normal
19,79,643.02,1404.56,552.45,47.4,79,Normal
19,80,642.67,1416.52,553.25,47.6,78,Normal
19,81,644.12,1420.9,553.43,47.57,77,Normal
19,82,642.98,1410.12,552.83,47.46,76,Normal
19,83,642.67,1405.56,552.79,47.65,75,Normal
19,84,642.76,1414.02,553.51,47.63,74,Normal
19,85,643.04,1409.01,553.73,47.87,73,Normal
19,86,643.01,1410.08,553.13,47.59,72,Normal
19,87,642.75,1416.18,553.24,47.5,71,Normal
19,88,642.94,1416.46,552.59,47.64,70,Normal
19,89,642.77,1420.29,551.72,47.71,69,Warning
19,90,642.81,1411.48,552.63,47.7,68,Warning
19,91,643.1,1412.8,552.66,47.88,67,Warning
19,92,642.78,1410.56,553.11,47.7,66,Warning
19,93,642.9,1409.66,553.0,47.6,65,Warning
19,94,643.66,1418.85,553.44,47.75,64,Warning
19,95,643.08,1414.33,552.45,47.68,63,Warning
19,96,643.05,1415.37,552.67,47.89,62,Warning
19,97,643.21,1409.89,552.27,47.96,61,Warning
19,98,643.26,1412.37,552.59,47.66,60,Warning
19,99,642.98,1410.87,552.97,47.79,59,Warning
19,100,643.21,1413.53,552.94,47.67,58,Warning
19,101,643.21,1416.79,552.75,47.73,57,Warning
19,102,643.0,1412.9,552.77,47.78,56,Warning
19,103,642.36,1415.31,553.75,47.63,55,Warning
19,104,643.14,1415.89,552.69,47.79,54,Warning
19,105,642.86,1414.04,552.58,47.88,53,Warning
19,106,642.86,1416.23,552.85,47.71,52,Warning
19,107,643.23,1416.08,552.99,47.81,51,Warning
19,108,642.56,1411.25,551.81,47.72,50,Warning
19,109,642.96,1411.54,552.93,47.76,49,Warning
19,110,643.32,1415.7,552.47,47.81,48,Warning
19,111,643.27,1419.58,552.76,47.87,47,Warning
19,112,643.15,1417.79,552.22,47.86,46,Warning
19,113,643.76,1412.57,552.07,47.54,45,Warning
19,114,643.37,1422.4,552.66,47.92,44,Warning
19,115,642.86,1416.77,553.55,47.77,43,Warning
19,116,642.72,1415.88,552.24,47.81,42,Warning
19,117,642.67,1418.86,552.53,47.59,41,Warning
19,118,643.06,1417.01,552.52,47.8,40,Warning
19,119,642.99,1415.64,552.23,47.78,39,Warning
19,120,643.44,1416.67,552.56,47.77,38,Warning
19,121,643.2,1416.42,551.56,47.82,37,Warning
19,122,643.91,1417.15,551.98,47.85,36,Warning
19,123,642.49,1421.98,552.2,47.99,35,Warning
19,124,642.9,1419.84,551.84,47.8,34,Warning
19,125,643.61,1419.75,551.93,47.98,33,Warning
19,126,643.09,1421.15,552.34,47.82,32,Warning
19,127,643.25,1419.81,552.68,48.0,31,Warning
19,128,643.18,1419.46,552.27,48.07,30,Warning
19,129,643.44,1420.91,552.27,47.94,29,Critical
19,130,643.41,1418.48,551.9,47.86,28,Critical
19,131,642.98,1420.61,552.27,47.93,27,Critical
19,132,643.39,1420.91,552.05,48.0,26,Critical
19,133,643.07,1418.44,551.74,47.89,25,Critical
19,134,643.46,1413.51,551.68,47.85,24,Critical
19,135,643.13,1425.2,552.94,47.88,23,Critical
19,136,642.92,1422.71,551.76,47.79,22,Critical
19,137,643.28,1428.05,552.25,47.8,21,Critical
19,138,643.11,1423.31,552.2,47.95,20,Critical
19,139,643.54,1425.36,550.69,47.96,19,Critical
19,140,643.32,1417.45,551.81,48.17,18,Critical
19,141,643.23,1421.72,551.78,47.92,17,Critical
19,142,643.65,1416.28,551.36,47.96,16,Critical
19,143,643.8,1427.12,551.58,48.06,15,Critical
19,144,643.68,1425.19,551.58,47.97,14,Critical
19,145,642.79,1421.19,551.96,48.08,13,Critical
19,146,643.03,1424.03,552.16,48.18,12,Critical
19,147,643.48,1420.42,551.83,48.24,11,Critical
19,148,643.01,1425.86,551.93,48.05,10,Critical
19,149,643.57,1421.34,551.76,48.0,9,Critical
19,150,643.51,1431.34,551.38,48.14,8,Critical
19,151,643.94,1431.72,551.4,48.09,7,Critical
19,152,643.66,1431.3,552.2,48.16,6,Critical
19,153,643.45,1427.77,550.73,48.14,5,Critical
19,154,643.99,1426.73,551.33,48.14,4,Critical
19,155,642.92,1433.78,551.24,48.15,3,Critical
19,156,643.44,1430.45,550.9,48.14,2,Critical
19,157,643.43,1426.98,551.22,48.01,1,Critical
19,158,643.34,1433.97,550.84,48.23,0,Critical
24,1,642.17,1403.12,554.0,47.1,146,Normal
24,2,642.0,1394.49,554.09,47.17,145,Normal
24,3,642.43,1399.37,554.49,47.37,144,Normal
24,4,642.79,1403.17,553.99,47.26,143,Normal
24,5,642.49,1398.93,553.73,47.35,142,Normal
24,6,642.65,1403.43,554.83,47.15,141,Normal
24,7,642.71,1401.82,553.9,47.06,140,Normal
24,8,642.37,1403.71,553.78,47.25,139,Normal
24,9,642.05,1400.66,554.07,47.32,138,Normal
24,10,642.36,1404.16,553.85,47.47,137,Normal
24,11,642.58,1398.8,554.66,47.33,136,Normal
24,12,642.61,1395.95,554.08,47.23,135,Normal
24,13,642.54,1406.37,554.01,47.27,134,Normal
24,14,642.44,1396.63,554.16,47.26,133,Normal
24,15,641.95,1400.18,553.82,47.34,132,Normal
24,16,642.19,1400.99,554.38,47.52,131,Normal
24,17,642.07,1403.73,554.54,47.41,130,Normal
24,18,642.42,1397.63,554.09,47.19,129,Normal
24,19,642.69,1395.7,554.14,47.26,128,Normal
24,20,642.37,1398.86,554.34,47.13,127,Normal
24,21,642.28,1398.91,554.48,47.26,126,Normal
24,22,642.15,1397.73,554.3,47.07,125,Normal
24,23,642.4,1397.58,554.03,47.25,124,Normal
24,24,642.3,1408.87,555.07,47.25,123,Normal
24,25,642.06,1401.12,554.12,47.28,122,Normal
24,26,642.3,1400.68,554.67,47.56,121,Normal
24,27,642.03,1401.05,554.24,47.32,120,Normal
24,28,642.01,1400.39,553.03,47.28,119,Normal
24,29,642.74,1397.77,554.34,47.18,118,Normal
24,30,642.6,1403.37,553.54,47.37,117,Normal
24,31,642.52,1403.23,554.57,47.31,116,Normal
24,32,642.03,1407.47,553.35,47.29,115,Normal
24,33,642.56,1406.88,553.72,47.28,114,Normal
24,34,641.62,1405.23,554.27,47.25,113,Normal
24,35,642.22,1401.04,554.52,47.37,112,Normal
24,36,642.49,1407.83,554.28,47.24,111,Normal
24,37,641.96,1391.9,554.41,47.24,110,Normal
24,38,642.64,1403.92,554.41,47.36,109,Normal
24,39,642.36,1407.39,554.43,47.32,108,Normal
24,40,642.34,1396.83,554.05,47.26,107,Normal
24,41,642.6,1407.93,554.18,47.37,106,Normal
24,42,643.26,1408.61,554.07,47.28,105,Normal
24,43,641.84,1405.49,554.26,47.13,104,Normal
24,44,642.05,1402.84,554.55,47.11,103,Normal
24,45,642.61,1397.75,554.03,47.13,102,Normal
24,46,642.04,1403.61,554.54,47.57,101,Normal
24,47,642.37,1404.69,553.58,47.29,100,Normal
24,48,642.41,1407.63,553.47,47.4,99,Normal
24,49,642.05,1405.48,554.14,47.23,98,Normal
24,50,642.19,1400.57,553.66,47.25,97,Normal
24,51,642.24,1404.95,553.75,47.47,96,Normal
24,52,642.62,1401.6,553.86,47.28,95,Normal
24,53,642.41,1402.16,554.01,47.41,94,Normal
24,54,642.44,1400.91,554.02,47.49,93,Normal
24,55,642.11,1400.03,553.89,47.32,92,Normal
24,56,642.6,1405.08,555.09,47.29,91,Normal
24,57,642.83,1405.98,554.13,47.43,90,Normal
24,58,642.3,1402.37,553.96,47.29,89,Normal
24,59,642.49,1402.82,554.33,47.44,88,Normal
24,60,642.42,1400.81,553.86,47.45,87,Normal
24,61,642.76,1400.3,553.82,47.56,86,Normal
24,62,642.3,1404.53,553.62,47.21,85,Normal
24,63,642.7,1408.4,554.72,47.38,84,Normal
24,64,642.98,1399.33,553.98,47.45,83,Normal
24,65,642.6,1405.48,553.88,47.28,82,Normal
24,66,642.44,1401.97,554.22,47.27,81,Normal
24,67,643.06,1399.31,553.73,47.24,80,Normal
24,68,642.05,1401.1,553.97,47.35,79,Normal
24,69,642.63,1403.09,554.0,47.51,78,Normal
24,70,642.33,1408.91,553.4,47.5,77,Normal
24,71,642.82,1404.28,554.18,47.53,76,Normal
24,72,642.45,1392.9,553.58,47.5,75,Normal
24,73,642.76,1409.77,554.61,47.46,74,Normal
24,74,642.53,1412.74,553.49,47.44,73,Normal
24,75,642.32,1408.82,554.21,47.34,72,Normal
24,76,643.02,1408.74,554.26,47.37,71,Normal
24,77,642.61,1406.8,553.45,47.43,70,Normal
24,78,642.63,1401.77,553.58,47.45,69,Warning
24,79,642.49,1404.53,553.23,47.31,68,Warning
24,80,642.84,1406.36,553.97,47.4,67,Warning
24,81,642.72,1401.01,553.45,47.29,66,Warning
24,82,642.84,1409.12,553.98,47.3,65,Warning
24,83,642.0,1413.19,553.66,47.49,64,Warning
24,84,642.36,1405.4,553.83,47.48,63,Warning
24,85,642.4,1403.32,553.91,47.47,62,Warning
24,86,642.24,1405.03,553.21,47.47,61,Warning
24,87,642.62,1403.86,552.96,47.49,60,Warning
24,88,642.95,1402.62,553.01,47.45,59,Warning
24,89,642.04,1402.91,553.28,47.41,58,Warning
24,90,642.61,1408.4,553.15,47.55,57,Warning
24,91,642.94,1403.93,553.49,47.47,56,Warning
24,92,642.58,1406.97,553.33,47.63,55,Warning
24,93,642.97,1399.15,553.66,47.61,54,Warning
24,94,642.55,1403.16,553.13,47.48,53,Warning
24,95,642.26,1409.64,553.99,47.45,52,Warning
24,96,642.97,1407.47,553.06,47.55,51,Warning
24,97,642.2,1406.53,553.12,47.54,50,Warning
24,98,643.07,1410.35,553.76,47.52,49,Warning
24,99,642.66,1409.81,552.8,47.46,48,Warning
24,100,642.95,1409.36,553.51,47.72,47,Warning
24,101,642.9,1405.44,553.05,47.66,46,Warning
24,102,642.97,1406.76,553.24,47.22,45,Warning
24,103,642.78,1406.72,552.61,47.66,44,Warning
24,104,642.97,1406.05,553.34,47.56,43,Warning
24,105,643.01,1414.26,553.07,47.54,42,Warning
24,106,642.82,1404.18,553.11,47.7,41,Warning
24,107,643.1,1413.42,553.62,47.46,40,Warning
24,108,642.89,1407.23,554.31,47.51,39,Warning
24,109,642.56,1406.28,552.75,47.67,38,Warning
24,110,643.03,1407.36,554.21,47.75,37,Warning
24,111,642.93,1412.92,552.56,47.57,36,Warning
24,112,642.64,1414.98,553.5,47.59,35,Warning
24,113,643.65,1410.08,552.72,47.71,34,Warning
24,114,643.14,1413.93,552.92,47.61,33,Warning
24,115,642.45,1418.25,553.07,47.66,32,Warning
24,116,642.52,1414.08,552.13,47.5,31,Warning
24,117,642.54,1420.26,553.1,47.67,30,Warning
24,118,642.86,1415.42,552.66,47.72,29,Critical
24,119,642.56,1418.44,552.95,47.7,28,Critical
24,120,643.3,1412.17,552.88,47.81,27,Critical
24,121,643.62,1415.73,552.36,47.6,26,Critical
24,122,642.88,1415.91,553.25,47.82,25,Critical
24,123,643.25,1414.52,552.4,47.61,24,Critical
24,124,643.03,1410.43,552.0,47.62,23,Critical
24,125,643.2,1421.48,552.64,47.82,22,Critical
24,126,642.91,1418.2,552.9,47.92,21,Critical
24,127,643.0,1422.93,552.04,47.85,20,Critical
24,128,643.26,1419.94,552.54,47.74,19,Critical
24,129,642.88,1416.49,552.52,47.85,18,Critical
24,130,642.89,1420.47,552.91,47.83,17,Critical
24,131,642.92,1415.92,552.0,47.92,16,Critical
24,132,643.12,1415.18,552.5,47.76,15,Critical
24,133,643.75,1421.91,551.53,47.8,14,Critical
24,134,643.34,1422.57,551.21,47.95,13,Critical
24,135,643.41,1428.11,551.68,47.89,12,Critical
24,136,643.57,1419.83,552.14,48.03,11,Critical
24,137,643.62,1423.84,551.19,48.04,10,Critical
24,138,643.6,1423.08,552.31,47.96,9,Critical
24,139,643.47,1428.7,552.13,47.84,8,Critical
24,140,643.67,1416.8,551.62,48.06,7,Critical
24,141,643.52,1420.29,551.27,48.08,6,Critical
24,142,643.96,1430.94,551.08,47.9,5,Critical
24,143,643.87,1434.04,551.03,48.12,4,Critical
24,144,643.84,1427.08,551.19,48.28,3,Critical
24,145,643.81,1429.77,551.44,48.21,2,Critical
24,146,643.84,1425.53,551.26,48.17,1,Critical
24,147,643.79,1430.87,550.78,48.19,0,Critical
27,1,642.41,1403.33,554.08,47.61,155,Normal
27,2,642.6,1404.96,554.39,47.4,154,Normal
27,3,642.3,1401.67,553.69,47.38,153,Normal
27,4,643.04,1407.46,553.56,47.36,152,Normal
27,5,642.47,1406.82,554.18,47.44,151,Normal
27,6,642.3,1409.51,554.65,47.44,150,Normal
27,7,642.27,1409.94,552.85,47.45,149,Normal
27,8,642.45,1407.34,553.45,47.48,148,Normal
27,9,642.59,1408.99,553.74,47.34,147,Normal
27,10,642.54,1408.67,554.03,47.52,146,Normal
27,11,642.57,1392.42,553.0,47.44,145,Normal
27,12,642.48,1404.75,553.34,47.45,144,Normal
27,13,642.36,1410.72,553.02,47.44,143,Normal
27,14,642.37,1407.41,553.82,47.31,142,Normal
27,15,642.33,1402.81,553.9,47.42,141,Normal
27,16,642.4,1403.97,552.58,47.5,140,Normal
27,17,641.78,1407.19,554.56,47.4,139,Normal
27,18,642.61,1396.7,553.71,47.37,138,Normal
27,19,642.47,1399.5,553.43,47.42,137,Normal
27,20,642.66,1407.16,553.88,47.4,136,Normal
27,21,642.56,1395.72,553.86,47.47,135,Normal
27,22,642.75,1405.19,552.86,47.53,134,Normal
27,23,642.3,1407.18,553.67,47.52,133,Normal
27,24,642.54,1404.67,553.5,47.44,132,Normal
27,25,642.54,1403.35,554.51,47.24,131,Normal
27,26,642.61,1398.58,554.09,47.37,130,Normal
27,27,642.32,1406.02,552.99,47.31,129,Normal
27,28,642.55,1404.2,554.33,47.34,128,Normal
27,29,642.5,1405.78,553.98,47.35,127,Normal
27,30,642.46,1395.35,554.02,47.34,126,Normal
27,31,642.7,1404.34,553.94,47.47,125,Normal
27,32,642.55,1404.68,553.58,47.45,124,Normal
27,33,642.06,1407.24,553.03,47.37,123,Normal
27,34,642.93,1403.23,553.9,47.25,122,Normal
27,35,642.31,1405.62,553.41,47.45,121,Normal
27,36,642.16,1407.68,554.49,47.45,120,Normal
27,37,642.69,1401.08,554.49,47.28,119,Normal
27,38,642.55,1409.48,554.18,47.52,118,Normal
27,39,642.26,1405.18,553.64,47.57,117,Normal
27,40,642.42,1409.89,554.32,47.53,116,Normal
27,41,642.21,1404.96,553.73,47.44,115,Normal
27,42,642.94,1407.92,553.41,47.37,114,Normal
27,43,642.84,1401.74,553.68,47.38,113,Normal
27,44,642.81,1397.69,554.14,47.45,112,Normal
27,45,642.5,1412.34,554.03,47.58,111,Normal
27,46,642.48,1400.43,554.23,47.32,110,Normal
27,47,642.32,1409.2,553.25,47.47,109,Normal
27,48,643.11,1412.48,553.45,47.6,108,Normal
27,49,642.05,1408.22,553.53,47.54,107,Normal
27,50,643.12,1406.8,553.36,47.64,106,Normal
27,51,642.53,1409.24,553.16,47.37,105,Normal
27,52,642.86,1404.88,553.17,47.59,104,Normal
27,53,642.56,1408.94,553.14,47.46,103,Normal
27,54,642.62,1407.3,553.53,47.52,102,Normal
27,55,642.28,1403.66,554.97,47.45,101,Normal
27,56,642.91,1403.35,553.23,47.21,100,Normal
27,57,642.26,1410.43,554.17,47.62,99,Normal
27,58,642.57,1401.33,552.96,47.45,98,Normal
27,59,641.89,1406.05,552.99,47.66,97,Normal
27,60,642.78,1407.53,553.02,47.51,96,Normal
