engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,sensor_2_rolling_mean,sensor_4_rolling_mean,sensor_7_rolling_mean,sensor_11_rolling_mean
1,28,-0.0024,0.0005,100.0,642.35,1582.84,1399.13,554.68,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,390,39.01,23.2841,164,642.4200000000001,1399.048,554.0699999999999,47.367999999999995
1,29,0.0012,-0.0001,100.0,641.91,1584.83,1400.99,554.25,2388.05,9050.47,47.24,522.41,2388.06,8133.06,8.4189,393,38.93,23.3597,163,642.326,1399.484,554.222,47.327999999999996
1,30,-0.0022,0.0,100.0,642.2,1593.52,1396.08,554.37,2388.07,9045.62,47.4,522.19,2388.0,8137.86,8.4065,390,39.05,23.411,162,642.212,1398.8220000000001,554.296,47.336
1,31,0.0014,0.0005,100.0,642.02,1584.18,1396.9,554.13,2388.08,9058.78,47.41,521.95,2388.06,8125.28,8.4104,392,38.94,23.3353,161,642.184,1398.9879999999998,554.3,47.366
1,32,0.0005,-0.0003,100.0,642.33,1591.38,1400.36,554.96,2388.04,9050.97,47.25,521.92,2388.07,8129.7,8.4148,392,39.02,23.4999,160,642.162,1398.6920000000002,554.478,47.342
1,33,-0.0042,-0.0004,100.0,642.71,1588.4,1402.43,554.61,2388.04,9047.13,47.28,521.91,2388.08,8134.42,8.3753,392,38.83,23.3506,159,642.234,1399.3519999999999,554.464,47.316
1,34,0.0015,-0.0001,100.0,642.54,1581.47,1400.48,554.3,2388.03,9046.46,47.47,521.7,2388.09,8126.61,8.4349,392,38.81,23.3092,158,642.36,1399.25,554.4739999999999,47.362
1,35,0.0003,0.0002,100.0,642.44,1590.0,1403.0,554.3,2388.04,9045.76,47.31,521.75,2388.01,8140.17,8.443,391,39.13,23.4164,157,642.408,1400.634,554.46,47.344
1,36,-0.0004,-0.0002,100.0,642.54,1581.72,1405.54,554.53,2388.01,9044.56,47.25,522.32,2388.04,8132.48,8.4246,392,38.86,23.4308,156,642.5120000000001,1402.362,554.54,47.312
1,37,-0.0004,0.0,100.0,641.99,1579.11,1398.9,554.63,2388.07,9055.44,47.29,522.29,2388.04,8131.95,8.4142,392,38.99,23.4352,155,642.4440000000001,1402.0700000000002,554.4739999999999,47.32
1,38,-0.0018,-0.0002,100.0,641.93,1589.6,1399.5,554.7,2388.08,9055.27,47.27,522.42,2388.08,8136.61,8.4158,392,39.06,23.4768,154,642.288,1401.484,554.492,47.318
1,39,-0.003,-0.0001,100.0,642.01,1583.21,1400.69,553.97,2388.02,9051.76,47.12,522.23,2388.05,8131.81,8.414,392,38.7,23.3699,153,642.182,1401.526,554.426,47.248000000000005
1,40,0.0,-0.0004,100.0,642.24,1582.08,1401.77,554.57,2388.06,9052.98,47.33,521.84,2388.01,8131.03,8.3784,392,38.84,23.3769,152,642.142,1401.28,554.48,47.251999999999995
1,41,0.0033,0.0004,100.0,642.4,1591.31,1403.21,553.72,2388.06,9048.99,47.09,522.07,2388.03,8138.08,8.437,392,39.13,23.4444,151,642.114,1400.8139999999999,554.318,47.22
1,42,0.0005,-0.0004,100.0,642.12,1584.66,1401.38,553.94,2388.08,9057.06,47.49,522.23,2388.05,8130.88,8.4137,392,39.0,23.375,150,642.14,1401.31,554.1800000000001,47.260000000000005
1,43,-0.0027,0.0005,100.0,642.24,1591.52,1406.05,553.68,2388.03,9057.88,47.32,522.74,2388.09,8127.22,8.4068,392,38.99,23.3148,149,642.202,1402.6200000000001,553.976,47.269999999999996
1,44,-0.0001,0.0002,100.0,641.93,1586.94,1401.2,554.15,2388.04,9046.87,47.45,522.3,2388.0,8131.45,8.4201,392,39.06,23.4753,148,642.1859999999999,1402.722,554.012,47.336
1,45,-0.0013,0.0,100.0,642.53,1582.42,1399.16,553.83,2388.08,9060.32,47.45,521.73,2388.05,8128.31,8.4099,393,38.79,23.3943,147,642.244,1402.2,553.8639999999999,47.36
1,46,0.0003,0.0001,100.0,642.43,1588.29,1401.27,553.76,2388.06,9060.38,47.2,522.02,2388.08,8128.71,8.3977,393,38.93,23.3745,146,642.25,1401.8120000000001,553.8720000000001,47.382000000000005
1,47,0.0,0.0005,100.0,642.21,1580.32,1402.89,554.38,2388.06,9052.04,47.22,521.84,2388.05,8126.21,8.3973,392,38.99,23.4873,145,642.268,1402.114,553.96,47.328
1,48,0.0019,0.0001,100.0,641.89,1588.51,1399.16,554.02,2388.08,9045.26,47.4,521.91,2388.06,8129.99,8.4376,392,38.94,23.365,144,642.198,1400.736,554.028,47.34400000000001
1,49,-0.0014,0.0005,100.0,642.23,1584.35,1397.76,554.23,2388.07,9050.64,47.22,521.37,2388.04,8135.48,8.4151,392,39.06,23.4498,143,642.258,1400.0480000000002,554.0440000000001,47.298
1,50,-0.0032,-0.0001,100.0,642.77,1588.49,1403.62,553.92,2388.06,9048.6,47.47,522.33,2388.09,8127.3,8.4116,392,38.85,23.4106,142,642.306,1400.94,554.0620000000001,47.302
1,51,-0.001,0.0003,100.0,642.81,1585.54,1400.42,553.73,2388.02,9047.09,47.12,521.91,2388.05,8134.36,8.4504,393,38.94,23.3651,141,642.382,1400.77,554.0559999999999,47.285999999999994
1,52,0.0018,-0.0001,100.0,642.76,1583.77,1395.57,553.04,2388.04,9056.01,47.07,522.1,2388.07,8132.82,8.4539,391,39.0,23.3388,140,642.492,1399.306,553.7879999999999,47.25599999999999
1,53,0.0021,-0.0001,100.0,642.61,1579.82,1402.26,554.16,2388.05,9051.15,47.29,521.96,2388.06,8134.38,8.4418,392,38.9,23.3775,139,642.636,1399.926,553.816,47.234
1,54,-0.0002,0.0005,100.0,642.42,1592.59,1401.2,553.95,2388.04,9056.29,47.38,522.44,2388.06,8129.95,8.4189,392,38.96,23.2348,138,642.674,1400.614,553.76,47.266
1,55,0.0009,0.0,100.0,642.41,1584.95,1401.58,554.45,2388.04,9048.94,47.4,522.11,2388.02,8134.1,8.4071,392,39.06,23.3567,137,642.602,1400.206,553.8660000000001,47.252
1,56,0.0007,-0.0002,100.0,642.49,1586.33,1400.76,553.98,2388.01,9042.42,47.26,522.48,2388.04,8135.4,8.4022,391,38.68,23.3408,136,642.538,1400.274,553.916,47.28
1,57,-0.0033,0.0,100.0,642.13,1583.67,1402.79,553.42,2388.05,9050.8,47.29,521.62,2388.08,8135.48,8.4263,392,38.84,23.3567,135,642.412,1401.718,553.992,47.324
1,58,-0.0014,0.0001,100.0,641.9,1590.46,1397.99,554.14,2388.09,9050.33,47.26,522.21,2388.04,8132.08,8.4319,390,38.93,23.2893,134,642.27,1400.864,553.988,47.318
1,59,-0.0006,0.0002,100.0,642.33,1596.72,1403.51,554.62,2388.07,9050.06,47.26,521.32,2388.02,8128.81,8.4476,392,38.92,23.4444,133,642.2520000000001,1401.326,554.1220000000001,47.294
1,60,-0.001,-0.0002,100.0,642.34,1582.75,1403.07,554.0,2388.06,9051.69,47.41,522.49,2388.03,8132.89,8.3878,393,38.89,23.387,132,642.238,1401.624,554.0319999999999,47.296
1,61,0.0004,0.0005,100.0,642.1,1583.55,1405.52,554.09,2388.11,9050.58,47.31,522.34,2388.09,8131.66,8.4264,391,38.89,23.3638,131,642.1600000000001,1402.5759999999998,554.054,47.306
1,62,0.0004,0.0001,100.0,642.17,1581.59,1399.54,554.45,2388.1,9053.62,47.28,522.19,2388.1,8132.28,8.4071,391,39.03,23.2707,130,642.1679999999999,1401.926,554.26,47.304
1,63,0.0015,0.0002,100.0,642.6,1592.14,1395.38,553.48,2388.06,9049.96,47.51,521.56,2388.01,8130.73,8.4357,394,38.77,23.3436,129,642.308,1401.404,554.1279999999999,47.354
1,64,0.0017,0.0002,100.0,642.23,1584.51,1400.11,553.88,2388.1,9043.67,47.45,521.82,2388.04,8128.15,8.4066,391,38.93,23.384,128,642.2880000000001,1400.724,553.98,47.391999999999996
1,65,0.0,0.0005,100.0,642.28,1584.72,1403.24,553.97,2388.03,9044.01,47.56,521.54,2388.13,8132.94,8.4406,392,38.9,23.3752,127,642.2760000000001,1400.758,553.9739999999999,47.422000000000004
1,66,-0.0007,-0.0004,100.0,642.5,1588.5,1399.52,554.0,2388.06,9059.45,47.14,521.76,2388.05,8128.32,8.3911,391,38.95,23.3152,126,642.356,1399.5580000000002,553.9559999999999,47.388
1,67,0.0016,-0.0004,100.0,642.33,1590.22,1403.02,554.31,2388.1,9050.24,47.39,522.64,2388.08,8134.07,8.3925,393,38.97,23.291,125,642.388,1400.254,553.9280000000001,47.410000000000004
1,68,-0.0018,0.0,100.0,642.51,1582.06,1404.42,554.04,2388.1,9051.78,47.36,521.72,2388.07,8132.39,8.4242,392,38.95,23.3174,124,642.3700000000001,1402.062,554.04,47.38
1,69,-0.0022,0.0005,100.0,642.44,1590.7,1401.24,554.65,2388.07,9050.59,47.41,522.22,2388.1,8129.13,8.4292,392,39.0,23.3742,123,642.412,1402.288,554.194,47.372
1,70,-0.0005,0.0002,100.0,642.22,1584.02,1402.78,554.01,2388.11,9053.43,47.41,521.93,2388.12,8130.36,8.4279,392,38.86,23.4513,122,642.4,1402.196,554.202,47.342
1,71,0.0016,-0.0003,100.0,642.21,1580.41,1403.09,554.06,2388.03,9046.09,47.3,521.72,2388.09,8134.28,8.423,391,38.8,23.3881,121,642.342,1402.9099999999999,554.214,47.374
1,72,-0.0017,0.0001,100.0,642.41,1579.25,1406.81,553.76,2388.07,9054.42,47.27,521.97,2388.09,8133.95,8.3951,391,38.84,23.3085,120,642.358,1403.6680000000001,554.104,47.35
1,73,-0.0012,-0.0002,100.0,642.29,1592.04,1397.93,553.88,2388.03,9049.64,47.29,522.04,2388.1,8129.85,8.404,391,39.03,23.3975,119,642.314,1402.3700000000001,554.0719999999999,47.336
1,74,0.0027,0.0001,100.0,642.96,1584.65,1401.48,554.03,2388.07,9045.85,47.58,522.25,2387.97,8132.67,8.4135,392,38.8,23.382,118,642.418,1402.4180000000001,553.948,47.37
1,75,0.0009,-0.0004,100.0,641.96,1582.32,1394.82,553.6,2388.07,9042.32,47.22,521.77,2388.11,8130.13,8.4621,392,38.89,23.3521,117,642.366,1400.8259999999998,553.866,47.332
1,76,-0.0015,0.0002,100.0,642.21,1589.21,1398.94,553.66,2388.02,9056.55,47.44,521.58,2388.03,8136.44,8.3996,390,39.02,23.4428,116,642.366,1399.996,553.786,47.36
1,77,0.0022,0.0004,100.0,642.55,1586.3,1400.97,554.61,2388.06,9046.44,47.41,521.6,2388.08,8135.25,8.453,393,38.99,23.275,115,642.394,1398.828,553.956,47.388
1,78,0.004,0.0002,100.0,641.99,1580.76,1404.1,553.47,2388.08,9042.37,47.4,522.28,2388.16,8133.91,8.3793,392,38.88,23.3486,114,642.3340000000001,1400.062,553.874,47.41
1,79,0.0022,-0.0002,100.0,642.12,1582.46,1403.93,553.77,2388.04,9047.86,47.35,521.85,2388.13,8135.4,8.4132,394,38.9,23.3121,113,642.166,1400.5520000000001,553.822,47.364
1,80,-0.0002,-0.0004,100.0,641.94,1591.96,1393.58,553.91,2388.06,9043.67,47.64,521.52,2388.1,8134.66,8.4235,392,38.89,23.3613,112,642.162,1400.304,553.884,47.448
1,81,-0.0018,-0.0004,100.0,642.73,1584.82,1402.04,553.88,2388.1,9045.31,47.43,521.66,2388.05,8128.87,8.4247,392,38.77,23.373,111,642.2660000000001,1400.924,553.928,47.446
1,82,-0.0012,0.0001,100.0,642.04,1589.07,1399.17,554.18,2388.1,9048.22,47.25,521.95,2388.03,8134.04,8.3986,393,38.89,23.2713,110,642.164,1400.5639999999999,553.842,47.414
1,83,0.0004,0.0005,100.0,642.66,1588.05,1406.38,553.49,2388.08,9049.08,47.22,521.93,2388.05,8131.32,8.4128,391,38.8,23.3274,109,642.298,1401.02,553.846,47.378
1,84,0.0005,0.0002,100.0,642.64,1585.52,1406.6,553.91,2388.05,9050.47,47.38,521.54,2388.06,8131.54,8.4139,392,38.73,23.2653,108,642.4019999999999,1401.5539999999999,553.874,47.384
1,85,0.0025,0.0003,100.0,642.28,1590.12,1405.96,554.4,2388.01,9056.08,47.36,522.3,2388.05,8135.31,8.4499,392,39.01,23.284,107,642.47,1404.03,553.972,47.328
1,86,-0.0012,0.0004,100.0,641.84,1588.8,1403.56,553.69,2388.1,9047.26,47.38,521.82,2388.09,8130.06,8.4173,394,38.94,23.3945,106,642.292,1404.334,553.934,47.318
1,87,0.0,-0.0004,100.0,642.33,1586.69,1413.1,554.1,2388.14,9050.52,47.34,521.43,2388.06,8130.41,8.4326,391,38.88,23.3402,105,642.35,1407.12,553.9179999999999,47.336
1,88,0.0029,0.0003,100.0,641.96,1581.29,1406.09,554.48,2388.07,9046.73,47.46,522.2,2388.04,8131.47,8.4586,392,38.9,23.3086,104,642.21,1407.062,554.116,47.384
1,89,0.0008,-0.0001,100.0,642.24,1584.73,1402.22,553.91,2388.05,9055.24,47.46,521.55,2388.08,8135.15,8.4489,392,38.95,23.3288,103,642.13,1406.1860000000001,554.116,47.400000000000006
1,90,0.0017,-0.0001,100.0,642.67,1584.38,1412.93,552.88,2388.1,9051.27,47.32,521.49,2388.09,8129.72,8.3961,391,38.98,23.4712,102,642.208,1407.58,553.812,47.392
1,91,0.0025,-0.0004,100.0,641.98,1584.84,1404.76,553.54,2388.04,9050.72,47.32,521.55,2388.1,8134.4,8.3949,394,39.11,23.3842,101,642.236,1407.82,553.7819999999999,47.38
1,92,0.001,-0.0002,100.0,642.89,1590.03,1400.77,553.81,2388.14,9048.36,47.45,521.91,2388.05,8131.39,8.3982,392,38.99,23.3522,100,642.348,1405.354,553.7239999999999,47.402
1,93,0.0032,0.0002,100.0,642.85,1593.74,1408.48,554.07,2388.07,9047.87,47.46,521.43,2388.08,8133.15,8.421,392,38.86,23.2477,99,642.5260000000001,1405.8319999999999,553.642,47.402
1,94,-0.0021,0.0002,100.0,642.45,1583.27,1404.94,553.86,2388.15,9045.83,47.48,521.61,2388.07,8132.4,8.4524,393,38.85,23.3758,98,642.568,1406.376,553.6320000000001,47.406
1,95,0.0019,0.0003,100.0,642.86,1577.6,1410.1,553.91,2388.02,9048.85,47.38,521.92,2388.02,8131.63,8.4575,394,38.76,23.3269,97,642.606,1405.81,553.838,47.418
1,96,-0.0034,0.0001,100.0,642.19,1584.07,1395.16,553.34,2388.07,9048.71,47.39,521.66,2388.06,8130.69,8.4311,392,38.88,23.3255,96,642.648,1403.89,553.798,47.432
1,97,0.0035,-0.0003,100.0,642.07,1595.77,1407.81,553.4,2388.09,9046.1,47.46,521.67,2388.06,8128.74,8.4105,392,39.01,23.2963,95,642.484,1405.298,553.716,47.434
1,98,0.0006,0.0004,100.0,642.0,1591.11,1404.56,552.75,2388.06,9045.49,47.37,522.31,2388.06,8127.89,8.4012,391,38.96,23.2554,94,642.314,1404.514,553.452,47.416
1,99,-0.0005,0.0,100.0,642.46,1592.73,1406.13,553.76,2388.08,9045.14,47.4,521.42,2388.1,8131.77,8.4481,393,38.82,23.2323,93,642.316,1404.752,553.432,47.4
1,100,-0.0021,-0.0003,100.0,642.22,1589.63,1411.35,554.22,2388.07,9045.72,47.64,521.55,2388.08,8132.49,8.4241,392,38.93,23.409,92,642.188,1405.002,553.494,47.452
1,101,0.0012,0.0003,100.0,642.75,1584.18,1403.41,553.37,2388.06,9052.3,47.62,521.89,2388.08,8125.97,8.4353,391,38.75,23.4149,91,642.3,1406.652,553.5,47.498000000000005
1,102,0.0017,0.0005,100.0,642.85,1589.11,1403.42,553.42,2388.15,9051.36,47.49,521.38,2388.05,8130.4,8.4561,393,38.94,23.3653,90,642.456,1405.774,553.5040000000001,47.504000000000005
1,103,-0.0013,0.0001,100.0,642.21,1581.27,1403.21,553.64,2388.09,9053.28,47.57,521.41,2388.1,8124.4,8.4263,392,38.69,23.4289,89,642.4979999999999,1405.504,553.682,47.544
1,104,-0.0001,0.0001,100.0,642.29,1590.63,1406.25,553.66,2388.08,9044.73,47.34,522.38,2388.09,8131.89,8.4021,392,38.96,23.3393,88,642.4639999999999,1405.5279999999998,553.662,47.532
1,105,0.0024,0.0004,100.0,642.01,1588.28,1403.22,553.11,2388.09,9048.36,47.31,521.81,2388.08,8134.01,8.4326,393,38.77,23.3857,87,642.422,1403.902,553.44,47.466
1,106,0.0,0.0001,100.0,642.68,1589.05,1404.45,553.6,2388.08,9049.82,47.44,521.51,2388.09,8126.38,8.4664,392,39.08,23.4148,86,642.408,1404.1100000000001,553.486,47.43
1,107,-0.0012,-0.0001,100.0,642.53,1595.13,1407.73,553.74,2388.07,9048.68,47.35,521.75,2388.07,8132.4,8.4241,396,39.01,23.4086,85,642.344,1404.9720000000002,553.55,47.402
1,108,0.0008,0.0001,100.0,643.49,1585.91,1399.47,554.43,2388.14,9047.03,47.61,521.52,2388.03,8131.52,8.4133,393,38.75,23.3032,84,642.6,1404.2240000000002,553.708,47.410000000000004
1,109,-0.0011,-0.0003,100.0,642.49,1586.45,1409.1,553.59,2388.1,9051.13,47.58,521.62,2388.11,8130.97,8.3757,394,39.05,23.3561,83,642.64,1404.794,553.6940000000001,47.458
1,110,0.0,0.0004,100.0,642.55,1590.01,1401.27,554.08,2388.13,9051.4,47.55,522.01,2388.12,8127.16,8.4638,393,39.06,23.2951,82,642.7479999999999,1404.404,553.888,47.506
1,111,0.0008,0.0004,100.0,642.67,1584.38,1408.11,553.49,2388.12,9051.64,47.62,521.53,2388.14,8132.4,8.4447,392,38.92,23.2135,81,642.746,1405.136,553.866,47.541999999999994
1,112,0.0005,0.0003,100.0,642.66,1586.46,1401.84,553.19,2388.06,9051.28,47.22,521.9,2388.08,8131.52,8.4445,394,38.84,23.3207,80,642.7719999999999,1403.9579999999999,553.7560000000001,47.516
1,113,0.0007,0.0001,100.0,642.68,1590.85,1406.59,552.91,2388.1,9053.15,47.46,521.75,2388.16,8129.32,8.458,393,38.9,23.3101,79,642.6099999999999,1405.382,553.452,47.486
1,114,0.0003,0.0004,100.0,642.31,1588.42,1402.97,554.29,2388.07,9046.58,47.58,521.68,2388.15,8132.36,8.429,394,38.89,23.3754,78,642.5739999999998,1404.156,553.592,47.486000000000004
1,115,-0.0017,0.0005,100.0,642.66,1594.84,1406.6,554.13,2388.11,9050.37,47.43,521.36,2388.12,8127.6,8.4345,393,38.93,23.3022,77,642.5959999999999,1405.2220000000002,553.602,47.462
1,116,-0.002,-0.0003,100.0,642.64,1580.31,1401.99,554.4,2388.08,9049.71,47.43,521.6,2388.05,8134.46,8.4059,394,39.03,23.3512,76,642.5899999999999,1403.998,553.784,47.42399999999999
1,117,0.0005,0.0004,100.0,642.38,1589.77,1409.35,554.59,2388.1,9049.61,47.52,521.22,2388.1,8126.12,8.4256,391,38.73,23.1766,75,642.534,1405.4999999999998,554.0640000000001,47.483999999999995
1,118,-0.0006,-0.0004,100.0,642.34,1585.67,1409.34,554.25,2388.1,9051.12,47.55,521.31,2388.12,8135.21,8.4197,393,38.88,23.2966,74,642.466,1406.05,554.332,47.501999999999995
1,119,0.0013,0.0005,100.0,642.67,1596.8,1404.46,553.77,2388.1,9045.89,47.55,521.46,2388.09,8123.85,8.4194,394,39.01,23.3188,73,642.538,1406.348,554.228,47.495999999999995
1,120,-0.0024,0.0005,100.0,642.81,1593.78,1407.68,553.66,2388.1,9048.72,47.6,521.34,2388.1,8125.57,8.4029,393,38.81,23.3061,72,642.568,1406.5639999999999,554.134,47.53
1,121,-0.0033,0.0004,100.0,642.63,1593.56,1411.9,553.7,2388.07,9040.97,47.44,521.3,2388.04,8133.94,8.4263,394,38.63,23.422,71,642.566,1408.5459999999998,553.994,47.532
1,122,0.0026,-0.0001,100.0,643.3,1593.68,1413.97,553.43,2388.15,9042.39,47.6,520.92,2388.12,8131.81,8.4256,393,38.86,23.2793,70,642.7499999999999,1409.47,553.762,47.548
1,123,0.0016,-0.0002,100.0,643.39,1586.66,1403.04,552.64,2388.12,9049.44,47.41,521.6,2388.17,8129.72,8.4396,392,38.9,23.292,69,642.96,1408.21,553.4399999999999,47.519999999999996
1,124,0.0025,0.0002,100.0,642.48,1587.14,1402.28,552.26,2388.13,9053.03,47.55,521.4,2388.13,8133.82,8.4416,393,38.8,23.2341,68,642.9219999999999,1407.774,553.1379999999999,47.519999999999996
1,125,-0.0004,0.0005,100.0,642.96,1585.47,1406.42,552.44,2388.13,9046.16,47.63,521.57,2388.11,8126.33,8.4079,394,38.68,23.3039,67,642.952,1407.522,552.894,47.525999999999996
1,126,0.0016,0.0001,100.0,642.49,1582.64,1418.5,553.72,2388.05,9049.11,47.49,521.35,2388.08,8130.94,8.4378,392,38.85,23.2289,66,642.924,1408.842,552.898,47.536
1,127,-0.001,0.0002,100.0,642.99,1586.9,1399.49,553.81,2388.09,9047.9,47.63,521.34,2388.1,8133.0,8.4626,393,38.91,23.2772,65,642.8620000000001,1405.946,552.9739999999999,47.541999999999994
1,128,-0.0006,0.0003,100.0,642.47,1593.87,1407.06,552.74,2388.13,9056.59,47.62,521.96,2388.16,8132.08,8.4413,393,38.85,23.2641,64,642.678,1406.75,552.994,47.584
1,129,-0.0033,0.0003,100.0,642.41,1591.33,1408.42,552.42,2388.09,9046.08,47.61,522.02,2388.13,8127.33,8.4681,393,38.84,23.2656,63,642.664,1407.978,553.026,47.596000000000004
1,130,-0.0007,0.0002,100.0,642.7,1585.9,1412.25,552.66,2388.13,9042.97,47.46,521.49,2388.07,8125.29,8.3938,394,38.71,23.3461,62,642.612,1409.144,553.0699999999999,47.562
1,131,0.0002,-0.0001,100.0,643.01,1585.78,1413.25,553.7,2388.11,9045.1,47.7,521.45,2388.13,8126.38,8.4328,391,38.73,23.3435,61,642.716,1408.094,553.066,47.604
